"","sort.n3gramstats..decreasing...T.","last"
"1217",64,"so i could"
"1218",64,"so i was"
"1219",64,"so much more"
"1220",64,"soon as i"
"1221",64,"take a look"
"1222",64,"that in the"
"1223",64,"the city and"
"1224",64,"the form of"
"1225",64,"the loss of"
"1226",64,"the time and"
"1227",64,"they have been"
"1228",64,"to have you"
"1229",64,"to put the"
"1230",64,"we are going"
"1231",64,"we have the"
"1232",63,"a time when"
"1233",63,"check out our"
"1234",63,"have the same"
"1235",63,"in the block"
"1236",63,"in the fall"
"1237",63,"is more than"
"1238",63,"it in a"
"1239",63,"it is to"
"1240",63,"it must be"
"1241",63,"known as the"
"1242",63,"meant to be"
"1243",63,"of the american"
"1244",63,"off to the"
"1245",63,"should have been"
"1246",63,"spokesman for the"
"1247",63,"that he has"
"1248",63,"the early s"
"1249",63,"the edge of"
"1250",63,"the first to"
"1251",63,"the price of"
"1252",63,"there have been"
"1253",63,"to be at"
"1254",63,"to leave the"
"1255",63,"to make this"
"1256",63,"to the city"
"1257",63,"to the top"
"1258",63,"to those who"
"1259",63,"turned out to"
"1260",63,"what a great"
"1261",63,"you know how"
"1262",63,"you know it"
"1263",62,"a good one"
"1264",62,"a very good"
"1265",62,"and then the"
"1266",62,"because i was"
"1267",62,"better than the"
"1268",62,"can do it"
"1269",62,"couple of weeks"
"1270",62,"down on the"
"1271",62,"follow me i"
"1272",62,"follow me please"
"1273",62,"for the best"
"1274",62,"has been in"
"1275",62,"have been the"
"1276",62,"he had to"
"1277",62,"how to make"
"1278",62,"i have ever"
"1279",62,"if it was"
"1280",62,"in a large"
"1281",62,"in honor of"
"1282",62,"in my mind"
"1283",62,"is supposed to"
"1284",62,"it seems like"
"1285",62,"it seems to"
"1286",62,"much of a"
"1287",62,"now i am"
"1288",62,"of the past"
"1289",62,"on the internet"
"1290",62,"out for the"
"1291",62,"take advantage of"
"1292",62,"the late s"
"1293",62,"the past year"
"1294",62,"this will be"
"1295",62,"those who are"
"1296",62,"to be there"
"1297",62,"trying to make"
"1298",62,"wants to be"
"1299",62,"why are you"
"1300",62,"you get to"
"1301",62,"you guys are"
"1302",61,"a long way"
"1303",61,"all kinds of"
"1304",61,"an effort to"
"1305",61,"and i cant"
"1306",61,"and they are"
"1307",61,"are expected to"
"1308",61,"at the bottom"
"1309",61,"back to work"
"1310",61,"be in a"
"1311",61,"because of a"
"1312",61,"come back to"
"1313",61,"got to be"
"1314",61,"had a lot"
"1315",61,"hope you are"
"1316",61,"i love this"
"1317",61,"i love your"
"1318",61,"if they are"
"1319",61,"if you like"
"1320",61,"if you think"
"1321",61,"is that it"
"1322",61,"its not a"
"1323",61,"might be a"
"1324",61,"might not be"
"1325",61,"mothers day to"
"1326",61,"not sure if"
"1327",61,"of the us"
"1328",61,"on the th"
"1329",61,"play in the"
"1330",61,"so much to"
"1331",61,"spread the word"
"1332",61,"that i could"
"1333",61,"that would have"
"1334",61,"the first place"
"1335",61,"this is an"
"1336",61,"this year the"
"1337",61,"to see that"
"1338",61,"to win a"
"1339",60,"a copy of"
"1340",60,"a lot about"
"1341",60,"could not be"
"1342",60,"even if you"
"1343",60,"has become a"
"1344",60,"has been the"
"1345",60,"have you ever"
"1346",60,"he and his"
"1347",60,"he will be"
"1348",60,"head of the"
"1349",60,"i can be"
"1350",60,"i didnt want"
"1351",60,"i was at"
"1352",60,"i was not"
"1353",60,"if you havent"
"1354",60,"is going on"
"1355",60,"is the same"
"1356",60,"its a good"
"1357",60,"just a little"
"1358",60,"less than a"
"1359",60,"more than years"
"1360",60,"now that i"
"1361",60,"people who have"
"1362",60,"said she was"
"1363",60,"she was a"
"1364",60,"such a great"
"1365",60,"that they were"
"1366",60,"the first of"
"1367",60,"the new year"
"1368",60,"the next few"
"1369",60,"the way you"
"1370",60,"there are two"
"1371",60,"to buy a"
"1372",60,"to give up"
"1373",60,"to one of"
"1374",60,"to the us"
"1375",60,"went on to"
"1376",60,"you get the"
"1377",59,"a great way"
"1378",59,"a hard time"
"1379",59,"and out of"
"1380",59,"as it was"
"1381",59,"chairman of the"
"1382",59,"day in the"
"1383",59,"excited to see"
"1384",59,"first day of"
"1385",59,"follow me back"
"1386",59,"for him to"
"1387",59,"going to happen"
"1388",59,"he did not"
"1389",59,"hit me up"
"1390",59,"i can tell"
"1391",59,"i don’t think"
"1392",59,"i live in"
"1393",59,"i look forward"
"1394",59,"i love how"
"1395",59,"i saw a"
"1396",59,"in the dark"
"1397",59,"new york times"
"1398",59,"not in the"
"1399",59,"of a new"
"1400",59,"out of his"
"1401",59,"portion of the"
"1402",59,"said in an"
"1403",59,"she has a"
"1404",59,"so it was"
"1405",59,"that awkward moment"
"1406",59,"the board of"
"1407",59,"the value of"
"1408",59,"they are the"
"1409",59,"thx for the"
"1410",59,"was the only"
"1411",59,"when i got"
"1412",59,"why is it"
"1413",59,"you follow me"
"1414",59,"you look at"
"1415",59,"you should be"
"1416",58,"and all of"
"1417",58,"and i just"
"1418",58,"and i would"
"1419",58,"as i can"
"1420",58,"as many as"
"1421",58,"couple of days"
"1422",58,"fact that the"
"1423",58,"for the second"
"1424",58,"for you and"
"1425",58,"forward to it"
"1426",58,"had to do"
"1427",58,"has always been"
"1428",58,"have you been"
"1429",58,"he or she"
"1430",58,"here are some"
"1431",58,"i hope that"
"1432",58,"i made a"
"1433",58,"i really like"
"1434",58,"i will have"
"1435",58,"if i have"
"1436",58,"in on the"
"1437",58,"in the nfl"
"1438",58,"it does not"
"1439",58,"it turns out"
"1440",58,"it was like"
"1441",58,"me when i"
"1442",58,"my life i"
"1443",58,"of the last"
"1444",58,"of the story"
"1445",58,"of thousands of"
"1446",58,"said he would"
"1447",58,"seems to have"
"1448",58,"sides of the"
"1449",58,"so many people"
"1450",58,"talking about the"
"1451",58,"thanks to all"
"1452",58,"the best thing"
"1453",58,"the first two"
"1454",58,"the hunger games"
"1455",58,"the idea that"
"1456",58,"the people of"
"1457",58,"there is nothing"
"1458",58,"these are the"
"1459",58,"this week i"
"1460",58,"this year i"
"1461",58,"those of you"
"1462",58,"to a new"
"1463",58,"to go through"
"1464",58,"to hear from"
"1465",58,"to tell me"
"1466",58,"told me that"
"1467",58,"was not a"
"1468",58,"we do not"
"1469",58,"what the hell"
"1470",58,"will always be"
"1471",58,"will be there"
"1472",58,"with the same"
"1473",58,"work on the"
"1474",57,"a spokesman for"
"1475",57,"about percent of"
"1476",57,"all of these"
"1477",57,"and a few"
"1478",57,"and they were"
"1479",57,"are trying to"
"1480",57,"been trying to"
"1481",57,"between the two"
"1482",57,"deal with the"
"1483",57,"even if it"
"1484",57,"expected to be"
"1485",57,"for years and"
"1486",57,"here in the"
"1487",57,"here we go"
"1488",57,"how many times"
"1489",57,"i know the"
"1490",57,"if i dont"
"1491",57,"in the kitchen"
"1492",57,"in the nation"
"1493",57,"is scheduled to"
"1494",57,"just going to"
"1495",57,"keep up the"
"1496",57,"may be the"
"1497",57,"me want to"
"1498",57,"of the united"
"1499",57,"set up a"
"1500",57,"thanks for your"
"1501",57,"the course of"
"1502",57,"the lives of"
"1503",57,"the s and"
"1504",57,"this kind of"
"1505",57,"to build a"
"1506",57,"to get on"
"1507",57,"to say the"
"1508",57,"to you and"
"1509",57,"what you are"
"1510",57,"will you be"
"1511",56,"and i were"
"1512",56,"and you will"
"1513",56,"as i am"
"1514",56,"at this time"
"1515",56,"but when i"
"1516",56,"declined to comment"
"1517",56,"figure out how"
"1518",56,"go to sleep"
"1519",56,"going to take"
"1520",56,"i felt like"
"1521",56,"i hope to"
"1522",56,"i know its"
"1523",56,"i like that"
"1524",56,"i love to"
"1525",56,"i think this"
"1526",56,"in the fourth"
"1527",56,"in the summer"
"1528",56,"in your life"
"1529",56,"its a great"
"1530",56,"last night i"
"1531",56,"live in a"
"1532",56,"might as well"
"1533",56,"moment when you"
"1534",56,"new york and"
"1535",56,"of being a"
"1536",56,"said that the"
"1537",56,"see you soon"
"1538",56,"so i am"
"1539",56,"so i have"
"1540",56,"the type of"
"1541",56,"the world to"
"1542",56,"there were a"
"1543",56,"they can be"
"1544",56,"time for the"
"1545",56,"to be back"
"1546",56,"to be one"
"1547",56,"to join the"
"1548",56,"to see my"
"1549",56,"today is the"
"1550",56,"we have been"
"1551",56,"what i do"
"1552",56,"what you do"
"1553",56,"you on the"
"1554",55,"a total of"
"1555",55,"and i hope"
"1556",55,"beginning of the"
"1557",55,"but i will"
"1558",55,"feel like a"
"1559",55,"focus on the"
"1560",55,"for a good"
"1561",55,"for those of"
"1562",55,"from am to"
"1563",55,"goal is to"
"1564",55,"great to see"
"1565",55,"have had a"
"1566",55,"how many people"
"1567",55,"i believe that"
"1568",55,"i feel so"
"1569",55,"i have not"
"1570",55,"i have seen"
"1571",55,"i think about"
"1572",55,"if i were"
"1573",55,"im about to"
"1574",55,"in charge of"
"1575",55,"in the league"
"1576",55,"is your favorite"
"1577",55,"it was very"
"1578",55,"its time for"
"1579",55,"like to be"
"1580",55,"miss you too"
"1581",55,"more than just"
"1582",55,"must have been"
"1583",55,"not sure what"
"1584",55,"of all time"
"1585",55,"oh my god"
"1586",55,"she is a"
"1587",55,"that it will"
"1588",55,"the first quarter"
"1589",55,"the first round"
"1590",55,"the help of"
"1591",55,"the key to"
"1592",55,"the super bowl"
"1593",55,"the time the"
"1594",55,"thought i was"
"1595",55,"to come out"
"1596",55,"to come up"
"1597",55,"to give it"
"1598",55,"to keep up"
"1599",55,"to see them"
"1600",55,"trying to figure"
"1601",55,"was born in"
"1602",55,"we went to"
"1603",55,"what we do"
"1604",55,"you are going"
"1605",54,"are a lot"
"1606",54,"at least i"
"1607",54,"be the most"
"1608",54,"but i did"
"1609",54,"for a week"
"1610",54,"good luck to"
"1611",54,"has yet to"
"1612",54,"have to wait"
"1613",54,"he said it"
"1614",54,"he was going"
"1615",54,"him in the"
"1616",54,"i don’t want"
"1617",54,"i had been"
"1618",54,"i know im"
"1619",54,"i really want"
"1620",54,"i think they"
"1621",54,"i will never"
"1622",54,"i wont be"
"1623",54,"in a good"
"1624",54,"in need of"
"1625",54,"in the form"
"1626",54,"in the top"
"1627",54,"involved in the"
"1628",54,"is gonna be"
"1629",54,"its all about"
"1630",54,"last day of"
"1631",54,"learn how to"
"1632",54,"made it to"
"1633",54,"make it a"
"1634",54,"of people who"
"1635",54,"of the two"
"1636",54,"on my own"
"1637",54,"on the table"
"1638",54,"over to the"
"1639",54,"see you in"
"1640",54,"should be a"
"1641",54,"so if you"
"1642",54,"some of these"
"1643",54,"stay tuned for"
"1644",54,"than any other"
"1645",54,"that is what"
"1646",54,"the associated press"
"1647",54,"the result of"
"1648",54,"the th century"
"1649",54,"to be part"
"1650",54,"to be so"
"1651",54,"to go on"
"1652",54,"to help the"
"1653",54,"to participate in"
"1654",54,"to see him"
"1655",54,"to write a"
"1656",54,"vice president of"
"1657",54,"want me to"
"1658",54,"was in a"
"1659",54,"what are your"
"1660",54,"what did you"
"1661",54,"where you can"
"1662",54,"will also be"
"1663",53,"a cup of"
"1664",53,"a few times"
"1665",53,"a friend of"
"1666",53,"a lack of"
"1667",53,"a pretty good"
"1668",53,"and at the"
"1669",53,"and had a"
"1670",53,"and i thought"
"1671",53,"at least the"
"1672",53,"but at least"
"1673",53,"but i know"
"1674",53,"but its not"
"1675",53,"couple of years"
"1676",53,"dont know why"
"1677",53,"dont think i"
"1678",53,"fall in love"
"1679",53,"family and friends"
"1680",53,"for the most"
"1681",53,"give you a"
"1682",53,"good to see"
"1683",53,"had to go"
"1684",53,"he was not"
"1685",53,"he would be"
"1686",53,"i am very"
"1687",53,"i can say"
"1688",53,"i cant even"
"1689",53,"i havent been"
"1690",53,"i see you"
"1691",53,"i was like"
"1692",53,"if you don’t"
"1693",53,"in the midst"
"1694",53,"is that they"
"1695",53,"it feels like"
"1696",53,"it needs to"
"1697",53,"it was all"
"1698",53,"it was in"
"1699",53,"just need to"
"1700",53,"left in the"
"1701",53,"live in the"
"1702",53,"make it to"
"1703",53,"many of them"
"1704",53,"many of you"
"1705",53,"more likely to"
"1706",53,"more than one"
"1707",53,"most of us"
"1708",53,"nice to see"
"1709",53,"none of the"
"1710",53,"of you who"
"1711",53,"of your life"
"1712",53,"on the show"
"1713",53,"out there and"
"1714",53,"see you at"
"1715",53,"tell you that"
"1716",53,"thanks for all"
"1717",53,"thanks for coming"
"1718",53,"that could be"
"1719",53,"that she was"
"1720",53,"the hands of"
"1721",53,"the midst of"
"1722",53,"the new jersey"
"1723",53,"the presence of"
"1724",53,"to believe that"
"1725",53,"to give the"
"1726",53,"to the same"
"1727",53,"well as a"
"1728",53,"when i am"
"1729",53,"why am i"
"1730",53,"work in the"
"1731",53,"world war ii"
"1732",53,"years ago i"
"1733",53,"you do not"
"1734",53,"you like to"
"1735",52,"a place to"
"1736",52,"a whole lot"
"1737",52,"a year old"
"1738",52,"access to the"
"1739",52,"all about the"
"1740",52,"all sorts of"
"1741",52,"and the rest"
"1742",52,"and we were"
"1743",52,"at the very"
"1744",52,"been in the"
"1745",52,"can see the"
"1746",52,"down in the"
"1747",52,"for the weekend"
"1748",52,"have a new"
"1749",52,"i hope i"
"1750",52,"i think he"
"1751",52,"i took a"
"1752",52,"i was on"
"1753",52,"in an interview"
"1754",52,"in my opinion"
"1755",52,"it was my"
"1756",52,"just trying to"
"1757",52,"know what the"
"1758",52,"later in the"
"1759",52,"love to hear"
"1760",52,"makes me feel"
"1761",52,"of new york"
"1762",52,"of the th"
"1763",52,"on the list"
"1764",52,"outside of the"
"1765",52,"over the world"
"1766",52,"part of this"
"1767",52,"seemed to be"
"1768",52,"sorry for the"
"1769",52,"that if you"
"1770",52,"this time of"
"1771",52,"time of the"
"1772",52,"to be done"
"1773",52,"to each other"
"1774",52,"to follow me"
"1775",52,"to play in"
"1776",52,"to set up"
"1777",52,"try to get"
"1778",52,"trying to do"
"1779",52,"was the best"
"1780",52,"we are in"
"1781",52,"who have been"
"1782",52,"why do i"
"1783",52,"with a few"
"1784",52,"with a little"
"1785",52,"you can make"
"1786",52,"you need a"
"1787",51,"a beautiful day"
"1788",51,"and try to"
"1789",51,"at the door"
"1790",51,"be the same"
"1791",51,"but i can"
"1792",51,"but that was"
"1793",51,"can be used"
"1794",51,"fact that i"
"1795",51,"find a way"
"1796",51,"for a year"
"1797",51,"i ended up"
"1798",51,"i find myself"
"1799",51,"i have my"
"1800",51,"i told him"
"1801",51,"i was there"
"1802",51,"instead of the"
